"Category","testPuzzleTitle","testcaseID","testDescription","Test Status","Version and Date of Release to Servers","Version and Date of Release to Servers"
"","Wordoku edit","UpdatePencilEntriesTest","(Su.Pl.RC.2.5) #22 Enable the Update pencil entries setting via Settings option (default off). Verify that pencil entries are automatically updated when something is entered or deleted in the grid.","PASSED","",""
"","Wordoku edit","ShowNonConflictingGroupMode","(Su.Pl.RC.2.2) #19 Enable the Show non-conflicting group setting via Settings option (default off). Verify that the boxes that should not have conflicting entries with the selected box are highlighted.","PASSED","",""
"","Wordoku edit","PrintOptionsTest","(Su.Pl.RC.2.2) #19 Enable the Show non-conflicting group setting via Settings option (default off). Verify that the boxes that should not have conflicting entries with the selected box are highlighted.","PASSED","",""
"","Wordoku edit","printGridCheck","Print blank puzzle test - checks grid layout in the print page.","PASSED","",""
"","Wordoku edit","printFilledLettersGridCheck","Print filled letter puzzle test - checks entered letters are present in the print filled page","PASSED","",""
"","Wordoku edit","printSolutionGridCheck","Print solution puzzle test - checks all letters revealed in solution puzzle","PASSED","",""
"sudoku","Hard Killer Sudoku X 3","killerSudokuLayoutTest","Check that killer sudoku cages and cluenums are drawn and highlighted properly","PASSED","",""
"sudoku","Sudoku Hard 4","NavBarTest","(Su.Pl.PD.1.1) #03 On desktop, check that the navbar contains: Puzzle Menu (Hamburger icon) Timer Social play (when enabled) Pen Pencil Assist Print Settings","PASSED","",""
"","Sudoku Hard 4","MenuTest","(Su.Pl.PD.1.3) #05 - On desktop, check that the Puzzle Menu contains All Puzzles Help Save Share Create a New Puzzle (pmm) Clear About","PASSED","",""
"","Sudoku Hard 4","AssistTest","(Su.Pl.PD.1.5) #07 - On desktop, check that the Assist option contains Get a Hint Undo Redo Show candidates for cell Show candidates for grid Check cell Check grid Reveal grid","PASSED","",""
"","Sudoku Hard 4","SettingsTest","(Su.Pl.PD.1.6) #08
Check that the Settings popup contains the following options
Error check mode
Show timer
Show non-conflicting group
Catch conflicts
Highlight selected entries
Update pencil entries
","PASSED","",""
"","Sudoku Hard 4","ArrowKeysTest","Verifying basic nav with up/down/left/right arrow keys","PASSED","",""
"","Sudoku Hard 4","HelpTest","#23 Verify the Help Guide to see if the explanations come up correctly for the Sudoku player by using the Help option in the Puzzle menu. There should be no undefined in the popup.","PASSED","",""
"","Sudoku Hard 4","ClearTest","#25 Checks that the clear option is working","PASSED","",""
"","Sudoku Hard 4","CheckInfoTest","#28 When the puzzle has any puzzle instructions/information, clicking the Info option should display a popup with the puzzle instructions/information and copyright. Open a Sudoku puzzle Click the Info button on the Navbar Verify that a popup with the puzzle information and copyright comes up","PASSED","",""
"","Sudoku Hard 4","StartPauseEndModal","#34 During puzzle creation, if the option to SHOW START BUTTON AT THE BEGINNING is enabled, a pop up with start button and instructions is shown at the beginning of the puzzle. #29 If Pause puzzle message was entered during puzzle creation, then that message will be shown, when the timer (if displayed) is clicked during play. The puzzle is greyed out and the Game Paused popup with the pause message is shown. To resume the play, click the Resume button or the X icon in the popup. #30 If an End-of-puzzle message was entered during puzzle creation, then that message will be shown in a popup when the puzzle is completed. The popup contains the score, time taken to complete the puzzle. If enabled, the social media sharing icons are shown as well. The button below either has ‘Create your own puzzle’ or ‘All Puzzles’ depending on the customization. Clicking the X icon closes the popup","PASSED","",""
"","Sudoku Hard 4","ShowHintsTest","(Su.Pl.RC.1.1) #10 “Get a Hint” option in the Assist menu shows the reasoning to reach an answer.","PASSED","",""
"","Sudoku Hard 4","PuzzleSaveTest","#24 Verify that the Save function works as per the testing sheet","PASSED","",""
"","Sudoku Hard 4","PuzzleSaveTest","#24 Verify that the Save function works as per the testing sheet","PASSED","",""
"","Sudoku Hard 4","Issue1081","Issue 1081 $6 Error in grid when not expected - after check cell, show candidates","PASSED","",""
"","Sudoku Hard 4","ShowTimerTest","(Su.Pl.Ti.1.1) #17 Disable the Show timer setting via Settings option (default on). Verify that the timer is no longer shown in the navbar.","PASSED","",""
"","Sudoku Hard 4","AboutTest","#26: Check the ABOUT option is working. #33 Verify Powered by Puzzle Me text below the grid with hyperlink. Open a puzzle Verify that “Powered by PuzzleMe” text is below the grid and has a hyperlink to amuselabs.com website. Test Case : Xd.Pl.PD.9.05: Verifies logo is not appearing in embed mode","PASSED","",""
"","Sudoku Hard 4","UndoRedoTest","(Su.Pl.RC.1.1) #11 “Undo and Redo” option in the Assist menu option.","PASSED","",""
"","Sudoku Hard 4","PenAndPencilTest","(Su.Pl.PM.1.1) #09 - Check if entries can be made in either pen mode or pencil mode. Pencil mode entries are shown in small size. Toggle between pen and pencil modes by clicking on the respective option in the navbar or by pressing the space bar.","PASSED","",""
"","Sudoku Hard 4","ShowCandidatesTest","(Su.Pl.RC.1.2) #11 'Show candidates for cell' option in the Assist menu shows the possible entries for a cell in small size. Check that the correct possible entries in small size are displayed in the cell (Su.Pl.RC.1.3) #12 ""Show candidates for grid"" option in the Assist menu shows the possible entries for all the empty cells of the grid in small size. Check that the correct possible entries in small size are displayed in all the empty cells of the grid.","PASSED","",""
"","Sudoku Hard 4","CheckGrid"," 'Check grid' option in the Assist menu verifies the entire grid.. Error check mode is off. Enter incorrect digits in a few cells in the grid and click the 'Check cell' option. The incorrect letters should now be shown in red until they are overwritten.","PASSED","",""
"","Sudoku Hard 4","RevealGridTest","(Su.Pl.RC.1.5) #15 Verify that the 'Reveal grid' option in the Assist menu reveals the entire grid.","PASSED","",""
"","Sudoku Hard 4","ErrorCheckModeTest","(Su.Pl.RC.2.1) #18 Enable the Error check mode via Settings option (default off). Verify that any incorrect entries in the grid have been marked in red","PASSED","",""
"","Sudoku Hard 4","CatchConflictsMode","(Su.Pl.RC.2.3) #20 Enable the Catch conflicts setting via Settings option (default off). Verify that any conflicting entries are marked in red.","PASSED","",""
"","Sudoku Hard 4","HighlightedSelectedEntriesTest","(Su.Pl.RC.2.4) #21 Enable the Highlight selected entries setting via Settings option (default on). Verify that all the entries in the grid that match the entry in the selected box are highlighted.","PASSED","",""
"","Sudoku Hard 4","UpdatePencilEntriesTest","(Su.Pl.RC.2.5) #22 Enable the Update pencil entries setting via Settings option (default off). Verify that pencil entries are automatically updated when something is entered or deleted in the grid.","PASSED","",""
"","Sudoku Hard 4","CatchConflictsTest","(Su.Pl.RC.2.2) #19 Enable the Show non-conflicting group setting via Settings option (default off). Verify that the boxes that should not have conflicting entries with the selected box are highlighted.","PASSED","",""
"","Sudoku Hard 4","PrintOptionsTest","(Su.Pl.Pr.1.1) #16 Check that the “Print” option has the following: Blank puzzle - Verify that the print html includes the pre-revealed entries as well Puzzle with filled letters -- Verify that the print html includes the pre-revealed entries and the entered letters as well. This option should not be enabled when nothing has been entered as yet in the grid. Solution -- Verify that the print html shows the solved grid","PASSED","",""
"","Sudoku Hard 4","printGridCheck","Print blank puzzle test - checks grid layout in the print page.","PASSED","",""
"","Sudoku Hard 4","printFilledLettersGridCheck","Print filled letter puzzle test - checks entered letters are present in the print filled page","PASSED","",""
"","Sudoku Hard 4","printSolutionGridCheck","Print solution puzzle test - checks all letters revealed in solution puzzle","PASSED","",""
"wordsearch","171cb088","NavBarTest","(Su.Pl.PD.1.1) #03 On desktop, check that the navbar contains: Puzzle Menu (Hamburger icon) Timer Number of Words Found Social play (when enabled) Hint Reveal Print Settings","PASSED","",""
"","171cb088","MenuTest","(Su.Pl.PD.1.3) #05 - On desktop, check that the Puzzle Menu contains All Puzzles Help Save Share Create a New Puzzle (pmm) Clear About","PASSED","",""
"","171cb088","SettingsTest","(Su.Pl.PD.1.6) #08
Check that the Settings popup contains the following options
Show timer
","PASSED","",""
"","171cb088","GridInitCheck","Select all words and check whether word gets marked in the clue section","PASSED","",""
"","171cb088","HideClueColumnsTest","Check that the hide clue columns option works as expected - Added due to Issue 2088","PASSED","",""
"","171cb088","checkHint","Check whether Wordsearch hint functionality works","PASSED","",""
"","171cb088","RevealWordsTest","Check that the reveal option works as expected","PASSED","",""
"","171cb088","printGridCheck","Print blank puzzle test - checks grid layout in the print page.","FAILED","",""
"","171cb088","printFilledLettersGridCheck","Print filled letter puzzle test - checks entered letters are present in the print filled page","PASSED","",""
"","171cb088","printSolutionGridCheck","Print solution puzzle test - checks all letters revealed in solution puzzle","PASSED","",""
"wordsearch","American Birds","NavBarTest","(Su.Pl.PD.1.1) #03 On desktop, check that the navbar contains: Puzzle Menu (Hamburger icon) Timer Number of Words Found Social play (when enabled) Hint Reveal Print Settings","PASSED","",""
"","American Birds","MenuTest","(Su.Pl.PD.1.3) #05 - On desktop, check that the Puzzle Menu contains All Puzzles Help Save Share Create a New Puzzle (pmm) Clear About","PASSED","",""
"","American Birds","SettingsTest","(Su.Pl.PD.1.6) #08
Check that the Settings popup contains the following options
Show timer
","PASSED","",""
"","American Birds","GridInitCheck","Select all words and check whether word gets marked in the clue section","PASSED","",""
"","American Birds","HideClueColumnsTest","Check that the hide clue columns option works as expected - Added due to Issue 2088","PASSED","",""
"","American Birds","checkHint","Check whether Wordsearch hint functionality works","PASSED","",""
"","American Birds","RevealWordsTest","Check that the reveal option works as expected","PASSED","",""
"","American Birds","printGridCheck","Print blank puzzle test - checks grid layout in the print page.","PASSED","",""
"","American Birds","printFilledLettersGridCheck","Print filled letter puzzle test - checks entered letters are present in the print filled page","PASSED","",""
"","American Birds","printSolutionGridCheck","Print solution puzzle test - checks all letters revealed in solution puzzle","PASSED","",""
"wordsearch","test #1387 ws no clues","NavBarTest","(Su.Pl.PD.1.1) #03 On desktop, check that the navbar contains: Puzzle Menu (Hamburger icon) Timer Number of Words Found Social play (when enabled) Hint Reveal Print Settings","PASSED","",""
"","test #1387 ws no clues","MenuTest","(Su.Pl.PD.1.3) #05 - On desktop, check that the Puzzle Menu contains All Puzzles Help Save Share Create a New Puzzle (pmm) Clear About","PASSED","",""
"","test #1387 ws no clues","SettingsTest","(Su.Pl.PD.1.6) #08
Check that the Settings popup contains the following options
Show timer
","PASSED","",""
"","test #1387 ws no clues","GridInitCheck","Select all words and check whether word gets marked in the clue section","PASSED","",""
"","test #1387 ws no clues","HideClueColumnsTest","Check that the hide clue columns option works as expected - Added due to Issue 2088","PASSED","",""
"","test #1387 ws no clues","checkHint","Check whether Wordsearch hint functionality works","PASSED","",""
"","test #1387 ws no clues","RevealWordsTest","Check that the reveal option works as expected","PASSED","",""
"","test #1387 ws no clues","printGridCheck","Print blank puzzle test - checks grid layout in the print page.","PASSED","",""
"","test #1387 ws no clues","printFilledLettersGridCheck","Print filled letter puzzle test - checks entered letters are present in the print filled page","PASSED","",""
"","test #1387 ws no clues","printSolutionGridCheck","Print solution puzzle test - checks all letters revealed in solution puzzle","PASSED","",""
"codeword","18670f28","LetterEntryTest","Test that letter entry and deletion works as expected in the codeword puzzle. Test that the clear button works.","PASSED","",""
"","18670f28","InitTest","Check that the layout of the puzzle is present as expected - check that ","PASSED","",""
"","18670f28","HelpTest","Check for presence or absence of rebus help option in the help modal depending on the kind of puzzle, check for all other help items","PASSED","",""
"","18670f28","AlphabetListAndCodeMapTest","Verify the presence of the Alphabet List and the Alphabet Code Map on the print page and test that it gets updated based on grid interaction","PASSED","",""
"","18670f28","ArrowKeysTest","Verifying basic nav with up/down/left/right arrow keys","PASSED","",""
"","18670f28","RevealOptionsTest","Test Case Xd.Pl.RC.13.1: Verifies that the reveal entire grid is working","PASSED","",""
"","18670f28","printGridCheck","Print blank puzzle test - checks grid layout in the print page.","PASSED","",""
"","18670f28","printFilledLettersGridCheck","Print filled letter puzzle test - checks entered letters are present in the print filled page","PASSED","",""
"","18670f28","printSolutionGridCheck","Print solution puzzle test - checks all letters revealed in solution puzzle","PASSED","",""
"","18670f28","CodewordPlayerDarkModeTest","Checking dark mode functionality in codeword","PASSED","",""
"creator","Creator","SeriesUpdateTest","Create/Update a series using the 'Create Series' button","PASSED","",""
"","Creator","Issue2018","Test the flow described in issue 2018 d(i), e, g","PASSED","",""
"","Creator","ContestModeTest","Verify that enabling contest mode works","PASSED","",""
"","Creator","QnaFormTest","Basic QnA form test - test deleting of clue, creation of puzzle with a blank clue","PASSED","",""
"","Creator","QnACrosswordTest","Regular QnA puzzle creation test flow - (Test 02,also contains tests 15,18,19)","FAILED","",""
"","Creator","UnPlacedWordsTest","Check for unplaced words warning while creating a crossword","PASSED","",""
"","Creator","KrissKrossCreationTest","Create a kriss kross puzzle and test mapping between clues and boxes","PASSED","",""
"","Creator","ValidityOfImportTest","Test 7 - Import an invalid file - check if error is thrown and Import a file, and then perform edit flows","PASSED","",""
"","Creator","ScoreTest","Score test  - test the scoring flow of a puzzle","PASSED","",""
"","Creator","MetadataTabTest","Test 11 - regular QnA puzzle with theme settings edited as a part of the test flow","PASSED","",""
"","Creator","WordsearchCreationTest","Basic wordsearch test","PASSED","",""
"","Creator","InsertImageInGridTest","Image insertion in Grid test","PASSED","",""
"","Creator","SettingsTabTest","Test 12 - regular QnA puzzle with settings edited as a part of the test flow","PASSED","",""
"","Creator","KrazyWordsearchCreationTest","Krazy wordsearch creation test","PASSED","",""
"","Creator","Issue2023","Test the flow described in issue 2023","PASSED","",""
"","Creator","QnAMultimediaTest","Test 03 - regular QnA puzzle with multimedia creation test flow","PASSED","",""
"","Creator","","Create a puzzle with a custom size grid - use the edit option to fill its letters and clues - test all the print options accessible in the preview page","PASSED","",""
"","Creator","PublishPuzzleTest","Test 17","FAILED","",""
"","Creator","LinkedCluesPuzzleTest","Test 24, 25, 26, 27: Autolink Clues","PASSED","",""
"","Creator","InternationalLocalesTest","Test 10 - regular QnA puzzle with international locale creation test flow","PASSED","",""
"","Creator","SudokuCreationTest","Sudoku Test 02 - regular Sudoku and Sudoku X puzzle creation test flow","PASSED","",""
"","Creator"," WordokuCreationTest","Wordoku Test 01 - Puzzle Creation","PASSED","",""
"","Creator","WordokuEditorTest","Wordoku Test 02 - Edit test flow","PASSED","",""
"","Creator","PicdokuCreationTest","Picdoku Test 01 - Puzzle creation","PASSED","",""
"","Creator","PicdokuEditorTest","Picdoku Test 02 - Edit test flow","PASSED","",""
"","Creator","ImportPuzzleTest","Test 14 - Import Puzzle test","PASSED","",""
"","Creator","GridEditorTest","Grid editor tests","FAILED","",""
"","Creator","AnalyticsTest","Analytics page tests","FAILED","",""
"","Creator","EmbedTest","Test for puzzle and series embed pages","PASSED","",""
"","Creator","CSVImportTest","Import test for CSV puzzle files.","PASSED","",""
"","Creator","WordFlowerCreationTest","Word flower creator and preview test","PASSED","",""
"","Creator","JigsawCreationTest","Jigsaw creation tests","PASSED","",""
"","Creator","JigsawCornerCasesTest","Jigsaw corner cases for creation tests","PASSED","",""
"","Creator","QuizContestMode","Create a quiz and check contest mode works as expected","PASSED","",""
"","Creator","WordrowCreationTest","Wordrow creation test","PASSED","",""
"","Creator","WordrowCreation2WordsNoDictionaryTest","Wordrow creation test for two words in no dictionary mode.","PASSED","",""
"","Creator","AdvancedAnalyticsTest","Advanced Analytics page test","PASSED","",""
"","Creator","DefaultSeriesTest","Test to check that loading dashboard with no parameters set shows 'Default' series.","PASSED","",""
"","Creator","DeletePuzzleTest","Test to check that the delete button in the creator dashboard is working as expected.","FAILED","",""
"","Creator","NonLoggedInCrosswordTest","Non-logged-in editor tests","PASSED","",""
"","Creator","NonLoggedInJigsawTest","Non-logged-in jigsaw creation flow","PASSED","",""
"","Creator","NonLoggedInKrissKrossTest","Non-logged-in krisskross creation flow","PASSED","",""
"","Creator","NonLoggedInSudokuTest","Non-logged-in sudoku creation flow","PASSED","",""
"","Creator","NonLoggedInSingleImportTest","Test non-logged-in single import creator flow","PASSED","",""
"","Creator","NonLoggedInMultipleImportTest","Test non-logged-in multiple import creator flow","PASSED","",""
"","Creator","NonContestModeDataCollection","Test to check that the data collection for non-contest mode puzzle.","PASSED","",""
"","Creator","AudioMessagingTest","Test for audio messaging","PASSED","",""
"theme","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for WAPO theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","FAILED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for LATIMES theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","FAILED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for TNY theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for ATLANTIC theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for NEWSDAY theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","FAILED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for SPYSCAPE theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for NYMAG theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for TDB theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for DARKMODE theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","Tests for NYPOST theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","LA Times, Tue, Apr 30, 2019","ThemeScreenshotTests","
Tests for PARDON theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"theme","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for WAPO theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","FAILED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for LATIMES theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for TNY theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for ATLANTIC theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for NEWSDAY theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for SPYSCAPE theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for NYMAG theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for TDB theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for DARKMODE theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for NYPOST theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","AVCX Mini Sub 1","ThemeScreenshotTests","Tests for PARDON theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"theme","8aaadcc7","ThemeScreenshotTests","Tests for LATIMES theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"theme","sudoku hard 4","ThemeScreenshotTests","Tests for LATIMES theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"","sudoku hard 4","ThemeScreenshotTests","Tests for WAPO theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","FAILED","",""
"theme","Cryptic Crossword No. 24","ThemeScreenshotTests","Tests for TNY-CRYPTIC theme. Screenshots of the grid (with entered letters) , the help, about and settings modal, and the print layout","PASSED","",""
"security","Creator","RoleBasedAccessTest","Testing the role based access functionality","PASSED","",""
"","Creator","CredentialsTest","Testing the credentials for login","FAILED","",""
"","Creator","SetDisallowedInPickerTest","Test whether ""Set disallowed in Picker"" security functionality works. Ensure puzzle(s) are a) Present in picker?set=gandalf-crossword b) Absent in picker?set=gandalf-creator","PASSED","",""
"","Creator","IFrameRestrictionTest","Test whether ""Frame Ancestor Restrictions"" security functionality works. Ensure puzzle is a) Displayed on the test-csp page on staging b) Not Displayed on the test-csp page on amuselabs.in","PASSED","",""
"","Creator","WebAppLoginSeparationTest","Test whether ""Separate logins for each webapp"" security functionality works. Ensure login a) For gandalf on /pmm' works b) For gandalf on /tny works","PASSED","",""
"","Creator","DirectAccessToPlayerPickerPages","Issue 2117: Load a picker and a player from a series whose redirectSpuriousLoadToURL property is non empty and verify that we are redirected to the expected URL
 Issue 2315: Load a player from a series whose disallowDirectPuzzleLoad property is true and verify that direct access is prevented","PASSED","",""
"","Creator","SocialSignIn","Test whether ""Social Sign In"" can be accessed. Ensure social sign in box is a) Enabled for staging b) Disabled for localhost","PASSED","",""
"","Creator","PuzzleCreationWithoutLogin","Test whether ""Puzzle Creation"" can be accessed even when not logged in. Ensure puzzle create form a) Loads for staging b) Does not load for localhost","PASSED","",""
"chessview","Crucigrama 04 junio, 2018","NavPostSocialPlayInit","Post SP init, check whether letter entry and navigation is possible and whether social play server sync is also happening or not.","PASSED","",""
"","Crucigrama 04 junio, 2018","DoubleClickToToggleDirectionTest","Test that double clicking a box leads to the toggling of direction","PASSED","",""
"","Crucigrama 04 junio, 2018","InitTest","Perform a basic check on the grid layout, ensure all boxes dont have cluenums, check the chess numbering, verify rebus button not present, verify that the appropriate cluenum is displayed in the clue","PASSED","",""
"","Crucigrama 04 junio, 2018","EmptyPuzzleBehaviourTest","Given an empty chess view puzzle, ensure that its behavious is as expected:a) Check that the Print puzzle with filled entries option is absent b) Check that picker completion status appears as expected","PASSED","",""
"minimeta","Group Picker","SixthGridTest","Check selection in sixth grid works as expected","PASSED","",""
"","Group Picker","PuzzleCompletionTest","Complete the puzzle and make sure the completion modal appears","PASSED","",""
"","Group Picker","MobileLayout","Check the meta puzzle in mobile mode","PASSED","",""
"","Group Picker","InitTest","Test the initialization of the Multi puzzle/Saturday puzzle","PASSED","",""
"","Group Picker","PathsToMetaPuzzleTest","Test that there are 4 ways to reach the meta puzzle","PASSED","",""
"","Group Picker","FirstFiveGridsTest","Test the highlighting features of the first 5 puzzle grids","PASSED","",""
"","Group Picker","ProModeTest","In non-pro mode: Check whether correct words get highlighted in green in the cluebar. In pro mode: check that this does not happen","PASSED","",""
"","Group Picker","ProgressDisplayTest","Test that checks group picker layout & verifies the crossword progress is displayed as expected","PASSED","",""
"","Group Picker","PrintMiniMetaTest","Test that the print pdf is downloaded for Mini Meta puzzle","PASSED","",""
"wordflower","7 word no repeatitions","InitTest","Test that the menu and settings options appear as expected","PASSED","",""
"","7 word no repeatitions","FeatureTestCategory.MenuTest","(Su.Pl.PD.1.3) #05 - On desktop, check that the Puzzle Menu contains All Puzzles Help Save Share Create a New Puzzle (pmm) Clear About","PASSED","",""
"","7 word no repeatitions","LetterEntryTest","Test that only the letters present in the word flower can be entered / clicked.","PASSED","",""
"","7 word no repeatitions","ShuffleTest","Test the 'shuffle button' functionality","PASSED","",""
"","7 word no repeatitions","WordSubmissionTest","Test word submission by pressing enter button/key and see if the appropriate messages appear","PASSED","",""
"","7 word no repeatitions","PuzzleCompletionTest","Test the puzzle completion/reveal flows","FAILED","",""
"","7 word no repeatitions","AllPuzzlesButtonTest","All puzzles button test (both after completion and from the hamburger menu)","PASSED","",""
"","7 word no repeatitions","PuzzleSaveTest","Puzzle save test","PASSED","",""
"","7 word no repeatitions","ScoreTest","Test for checking the change in score when correct words are added.","PASSED","",""
"","7 word no repeatitions","WordFlowerSocialPlayTest","Test Social play feature in word flower","FAILED","",""
"","7 word no repeatitions","PickerWordFTest","Test that checks & verifies the WordFlower progress is displayed as expected","PASSED","",""
"wordflower","7 Letter Demo - A","InitTest","Test that the menu and settings options appear as expected","PASSED","",""
"","7 Letter Demo - A","FeatureTestCategory.MenuTest","(Su.Pl.PD.1.3) #05 - On desktop, check that the Puzzle Menu contains All Puzzles Help Save Share Create a New Puzzle (pmm) Clear About","PASSED","",""
"","7 Letter Demo - A","LetterEntryTest","Test that only the letters present in the word flower can be entered / clicked.","PASSED","",""
"","7 Letter Demo - A","ShuffleTest","Test the 'shuffle button' functionality","PASSED","",""
"","7 Letter Demo - A","WordSubmissionTest","Test word submission by pressing enter button/key and see if the appropriate messages appear","PASSED","",""
"","7 Letter Demo - A","PuzzleCompletionTest","Test the puzzle completion/reveal flows","FAILED","",""
"","7 Letter Demo - A","AllPuzzlesButtonTest","All puzzles button test (both after completion and from the hamburger menu)","PASSED","",""
"","7 Letter Demo - A","PuzzleSaveTest","Puzzle save test","PASSED","",""
"","7 Letter Demo - A","ScoreTest","Test for checking the change in score when correct words are added.","PASSED","",""
"","7 Letter Demo - A","WordFlowerSocialPlayTest","Test Social play feature in word flower","FAILED","",""
"","7 Letter Demo - A","PickerWordFTest","Test that checks & verifies the WordFlower progress is displayed as expected","PASSED","",""
"wordflower","9 Letter Demo - X","InitTest","Test that the menu and settings options appear as expected","PASSED","",""
"","9 Letter Demo - X","FeatureTestCategory.MenuTest","(Su.Pl.PD.1.3) #05 - On desktop, check that the Puzzle Menu contains All Puzzles Help Save Share Create a New Puzzle (pmm) Clear About","PASSED","",""
"","9 Letter Demo - X","LetterEntryTest","Test that only the letters present in the word flower can be entered / clicked.","PASSED","",""
"","9 Letter Demo - X","ShuffleTest","Test the 'shuffle button' functionality","PASSED","",""
"","9 Letter Demo - X","WordSubmissionTest","Test word submission by pressing enter button/key and see if the appropriate messages appear","PASSED","",""
"","9 Letter Demo - X","PuzzleCompletionTest","Test the puzzle completion/reveal flows","FAILED","",""
"","9 Letter Demo - X","AllPuzzlesButtonTest","All puzzles button test (both after completion and from the hamburger menu)","PASSED","",""
"","9 Letter Demo - X","PuzzleSaveTest","Puzzle save test","PASSED","",""
"","9 Letter Demo - X","ScoreTest","Test for checking the change in score when correct words are added.","PASSED","",""
"","9 Letter Demo - X","WordFlowerSocialPlayTest","Test Social play feature in word flower","FAILED","",""
"","9 Letter Demo - X","PickerWordFTest","Test that checks & verifies the WordFlower progress is displayed as expected","PASSED","",""
"picker","Puzzle Picker","testPickerCompletionStatus(""date-picker"",""3"",false, ""wapo"")","date-picker Test completion status for various completion percentages","PASSED","",""
"","Puzzle Picker","testPickerCompletionStatus(""date-picker"",""3"",true, ""wapo"")","date-picker Test completion status for various completion percentages","PASSED","",""
"","Puzzle Picker","testPickerCompletionStatus(""date-picker"",""0"",false, """")","date-picker Test completion status for various completion percentages","PASSED","",""
"","Puzzle Picker","testPickerCompletionStatus(""date-picker"",""0"",true, """")","date-picker Test completion status for various completion percentages","PASSED","",""
"","Puzzle Picker","EndModalPickerTest","End modal picker test","PASSED","",""
"","Puzzle Picker","pickerStyleTest","Date-picker style test","FAILED","",""
"","Puzzle Picker","basicPickerTest","calendar-picker: Ensure that the calendar picker is clickable","PASSED","",""
"","Puzzle Picker","seriesPickerTest","series-picker: Ensure that the series picker is clickable","PASSED","",""
"","Puzzle Picker","","picker: Ensure that the calendar picker is clickable","PASSED","",""
"","Puzzle Picker","PrerollTest","Preroll test - test the series setting that disallows it as well","PASSED","",""
"","Puzzle Picker","PickerAnalytics","Check the picker loads for gandalf-crossword set","PASSED","",""
"","Puzzle Picker","saveLocalStateToDBTest","Test the puzzle is saved in DB when a completed play is restored from local storage.","PASSED","",""
